"station_id","name","lat","lon"
"501","15th St & Pennsylvania Ave NW",38.89635,-77.03338
"505","Maine Ave & 9th St SW",38.88044,-77.025236
"506","Lincoln Rd & Seaton Pl NE/Harry Thomas Rec Center",38.915,-77.0078
"507","Blueridge Ave & Elkin St",39.04313,-77.05006
"508","Georgia Ave & Kennedy St NW",38.95674,-77.02791
"509","7th St & Massachusetts Ave NE",38.89222,-76.99602
"510","Anacostia Park",38.87335,-76.9834
"511","Twinbrook Metro",39.062041,-77.120776
"512","White Flint Metro",39.04753,-77.11287
"513","Citadel Ave & McGrath Blvd",39.049,-77.10933
"514","Rockville Pike & Old Georgetown Rd",39.049765,-77.11368
"515","Woodglen Dr & Executive Blvd",39.04317,-77.1135
"516","Executive Blvd & E Jefferson St",39.04873,-77.1257
"517","Fishers Ln & Rock Creek Mill Rd",39.0629,-77.113454
"518","Congressional Ln & E Jefferson St",39.06219,-77.129235
"519","Garland Ave & Walden Rd",39.00048,-77.00077
"520","Greensboro & Pinnacle Dr",38.92245,-77.23034
"521","1301 McCormick Dr / Wayne K. Curry Admin Bldg",38.908391,-76.843263
"522","Largo Town Center Metro",38.899811,-76.844604
"523","Baltimore Ave & Van Buren St / Riverdale Park Station",38.969581,-76.937349
"524","Baltimore Ave & Jefferson St",38.95548,-76.940133
"525","Perry & 35th St",38.936213,-76.960054
"526","Rockville Pike & Meeting St",39.050539,-77.115212
"527","Potomac Ave & Half St SW",38.870201045557,-77.0108368992805
"529","Crystal Dr & Potomac Ave",38.848304,-77.05122
"530","Largo Rd & Campus Way / Prince Georges's Comm Col",38.88994,-76.825535
"531","Stanton Square SE",38.855004,-76.984512
"532","14th & Newton St NW",38.931991,-77.032956
"533","48th Pl & MacArthur Blvd NW",38.917304,-77.09629
"534","14th & Luzon St NW",38.969489,-77.033509
"535","1st & M St SE",38.876893,-77.006072
"536","Fleet St & Waterfront St",38.782633,-77.016059
"537","Oxon Hill Park & Ride",38.798749,-77.00103
"538","11th & Park Rd NW",38.9319415434812,-77.0283570885658
"539","4th & M St SE",38.876751,-77.000736
"540","Kansas Ave & Sherman Cr NW",38.948057,-77.021467
"541","Campus Commons",38.944707,-77.335425
"542","Park Run & Onyx Dr",38.92755,-77.226644
"543","7th & K St NW",38.902674,-77.021392
"544","King Greenleaf Rec Center",38.876211,-77.012443
"545","Montello Ave & Holbrook Terr NE",38.907444,-76.986813
"546","New Jersey Ave & F St NW",38.897108,-77.011616
"547","Maryland Ave & 17th St NE",38.901935,-76.978627
"548","Massachusetts Ave & 6th St NE",38.892934,-76.998273
"549","Woodley Park Metro / Calvert St & Connecticut Ave NW",38.923389,-77.051833
"550","McLean Metro",38.9240020752018,-77.208126783371
"551","Trinidad Rec Center",38.906299,-76.983221
"552","Rosedale Rec Center",38.897808,-76.979634
"553","11th & C St SE",38.885908,-76.991476
"554","New Hampshire & Gallatin St NW",38.951596,-77.012808
"555","United Medical Center",38.835737,-76.983144
"556","18th & New Hampshire Ave NW",38.911268,-77.041829
"560","Dunn Loring Metro",38.8828,-77.2283
"561","Oglethorpe St & 42nd Ave",38.959361,-76.946361
"562","Southern Ave Metro",38.840107,-76.9753
"563","Queens Chapel & Hamilton St",38.9546,-76.9595
"564","Northwestern High School",38.975505,-76.952199
"565","New Hampshire Ave & East-West Hwy",38.974205,-76.995227
"566","Rhode Island Ave & 39th St / Brentwood Arts Exchange",38.939271,-76.955047
"567","Riggs Rd & East West Hwy",38.9725,-76.9807
"568","Tanger Outlets",38.7968,-77.0026
"569","Chillum Rd & Riggs Rd / Riggs Plaza",38.961737,-76.995922
"570","Hyattsville Library / Adelphi Rd & Toledo Rd",38.9698,-76.9493
"571","George Mason High School / Haycock Rd & Leesburg Pike",38.895172,-77.190275
"572","State Theatre / Park Pl & N Washington St",38.882746,-77.170032
"573","N Oak St & W Broad St",38.88837,-77.179832
"574","Pennsylvania Ave & Park Ave",38.887403,-77.176992
"575","E Fairfax St & S Washington St",38.880612,-77.171891
"576","N Roosevelt St & Roosevelt Blvd",38.878085,-77.153953
"577","W Broad St & Little Falls St",38.883601,-77.173438
"578","S Maple Ave & S Washington St",38.87972,-77.178408
"579","Falls Church City Hall / Park Ave & Little Falls St",38.885434,-77.173605
"580","W Columbia St & N Washington St",38.885621,-77.166917
"581","West Falls Church Metro",38.9001,-77.1887
"582","Jones Branch Drive & Scotts Crossing Rd",38.928502,-77.215624
"583","Georgia Ave & Morton St NW",38.932128,-77.0235
"584","Merrilee Dr & Lauren Elizabeth Lane",38.879355,-77.230681
"585","Merrifield Cinema & Merrifield Town Center",38.870093,-77.22997
"586","Rhode Island & Montana Ave NE",38.9243,-76.9859
"587","7th & S St NW",38.9142043187298,-77.0221745967865
"588","North Capitol & R St NE",38.912524,-77.008798
"589","17th & Upshur St NW",38.942146,-77.038684
"591","14th & Otis Pl NW",38.934405,-77.032687
"592","John McCormack Rd NE",38.938889,-76.997226
"593","West Hyattsville Metro",38.955349,-76.968084
"594","Capitol Heights Metro",38.888524,-76.913188
"595","Prince George's Plaza Metro",38.965742,-76.954803
"596","Riverdale Park Town Center",38.962119,-76.935578
"597","The Mall at Prince Georges",38.968842,-76.954171
"598","Wheaton Library & Community Rec Center",39.0473228,-77.0510969
"599","Edgewood Rec Center",38.924144,-77.002098
